listing_url,room_type,price,availability_30,availability_60,availability_90,availability_365
https://www.airbnb.com/rooms/42003490,Entire home/apt,1200,30,60,90,180
https://www.airbnb.com/rooms/51703,Entire home/apt,170,10,40,63,338
https://www.airbnb.com/rooms/13998781,Entire home/apt,750,23,53,83,358
https://www.airbnb.com/rooms/53533,Entire home/apt,1064,22,52,82,338
https://www.airbnb.com/rooms/52320949,Entire home/apt,572,0,23,53,53
https://www.airbnb.com/rooms/1931599,Entire home/apt,389,3,7,37,217
https://www.airbnb.com/rooms/64795,Entire home/apt,407,11,40,70,201
https://www.airbnb.com/rooms/65546,Entire home/apt,1432,16,26,47,316
https://www.airbnb.com/rooms/39364388,Entire home/apt,151,28,39,39,39
https://www.airbnb.com/rooms/66797,Entire home/apt,165,7,16,32,182
https://www.airbnb.com/rooms/70080,Entire home/apt,314,8,21,47,212
https://www.airbnb.com/rooms/251701,Entire home/apt,517,30,60,90,365
https://www.airbnb.com/rooms/251868,Entire home/apt,120,7,9,10,76
https://www.airbnb.com/rooms/711704329215940989,Entire home/apt,70,30,60,90,365
https://www.airbnb.com/rooms/256323,Entire home/apt,195,10,31,56,56
https://www.airbnb.com/rooms/257618,Private room,204,28,38,38,129
https://www.airbnb.com/rooms/76245,Entire home/apt,689,30,60,90,192
https://www.airbnb.com/rooms/46613950,Private room,54,30,60,90,180
https://www.airbnb.com/rooms/76300,Private room,170,23,53,83,344
https://www.airbnb.com/rooms/262466,Entire home/apt,250,0,0,0,174
https://www.airbnb.com/rooms/13710898,Entire home/apt,800,0,0,0,0
https://www.airbnb.com/rooms/264816,Entire home/apt,269,26,56,74,96
https://www.airbnb.com/rooms/77318,Entire home/apt,184,0,0,0,0
https://www.airbnb.com/rooms/660987084857075677,Entire home/apt,180,0,0,0,252
https://www.airbnb.com/rooms/265072,Entire home/apt,122,21,29,29,29
https://www.airbnb.com/rooms/22155537,Private room,175,25,55,85,360
https://www.airbnb.com/rooms/265752,Entire home/apt,361,13,28,58,75
https://www.airbnb.com/rooms/85807,Entire home/apt,149,0,0,0,0
https://www.airbnb.com/rooms/1085939,Entire home/apt,950,19,49,79,306
https://www.airbnb.com/rooms/86670,Entire home/apt,345,4,4,4,4
https://www.airbnb.com/rooms/86864,Entire home/apt,120,5,26,40,273
https://www.airbnb.com/rooms/86978,Private room,773,30,60,90,365
https://www.airbnb.com/rooms/271975,Entire home/apt,236,30,60,90,362
https://www.airbnb.com/rooms/272335,Entire home/apt,132,3,23,36,294
https://www.airbnb.com/rooms/53480828,Entire home/apt,150,30,60,90,364
https://www.airbnb.com/rooms/272631,Private room,139,9,31,61,336
https://www.airbnb.com/rooms/87762,Entire home/apt,173,13,30,53,320
https://www.airbnb.com/rooms/8400132,Entire home/apt,516,1,1,1,1
https://www.airbnb.com/rooms/88528,Entire home/apt,265,8,29,39,39
https://www.airbnb.com/rooms/88781,Entire home/apt,196,5,9,9,9
https://www.airbnb.com/rooms/89862,Entire home/apt,299,5,5,5,5
https://www.airbnb.com/rooms/89893,Private room,464,30,60,90,365
https://www.airbnb.com/rooms/273261,Entire home/apt,5155,30,60,90,365
https://www.airbnb.com/rooms/273363,Private room,55,0,0,0,256
https://www.airbnb.com/rooms/273463,Entire home/apt,320,9,39,56,140
https://www.airbnb.com/rooms/11344078,Entire home/apt,6459,27,57,87,362
https://www.airbnb.com/rooms/273496,Entire home/apt,409,6,14,23,234
https://www.airbnb.com/rooms/89981,Private room,206,0,0,0,3
https://www.airbnb.com/rooms/31779502,Entire home/apt,259,30,60,90,270
https://www.airbnb.com/rooms/94895,Private room,110,29,59,89,358
https://www.airbnb.com/rooms/96431,Entire home/apt,400,10,35,65,298
https://www.airbnb.com/rooms/273753,Private room,57,0,0,0,249
https://www.airbnb.com/rooms/274116,Entire home/apt,160,0,2,2,56
https://www.airbnb.com/rooms/700736773906245772,Entire home/apt,1314,30,60,90,180
https://www.airbnb.com/rooms/274552,Entire home/apt,500,30,60,90,365
https://www.airbnb.com/rooms/97636,Private room,477,21,51,81,356
https://www.airbnb.com/rooms/2493653,Entire home/apt,1292,0,0,0,144
https://www.airbnb.com/rooms/98969,Private room,95,9,37,67,157
https://www.airbnb.com/rooms/99547,Entire home/apt,145,12,25,55,235
https://www.airbnb.com/rooms/277124,Private room,469,29,59,89,364
https://www.airbnb.com/rooms/278679,Entire home/apt,186,9,9,9,9
https://www.airbnb.com/rooms/41146602,Entire home/apt,1000,23,53,83,83
https://www.airbnb.com/rooms/278745,Entire home/apt,1745,21,51,81,356
https://www.airbnb.com/rooms/280625,Private room,207,27,57,87,362
https://www.airbnb.com/rooms/99971,Entire home/apt,289,19,39,66,189
https://www.airbnb.com/rooms/103053,Private room,361,0,0,0,0
https://www.airbnb.com/rooms/600010293079971360,Entire home/apt,413,2,7,28,234
https://www.airbnb.com/rooms/106372,Entire home/apt,1000,27,57,87,362
https://www.airbnb.com/rooms/107469,Private room,54,0,0,0,264
https://www.airbnb.com/rooms/281459,Entire home/apt,561,0,0,0,0
https://www.airbnb.com/rooms/2361688,Entire home/apt,328,10,27,57,57
https://www.airbnb.com/rooms/14077054,Entire home/apt,670,29,59,89,364
https://www.airbnb.com/rooms/282071,Entire home/apt,335,4,9,13,228
https://www.airbnb.com/rooms/108072,Entire home/apt,206,13,43,73,338
https://www.airbnb.com/rooms/108882,Entire home/apt,204,0,0,0,0
https://www.airbnb.com/rooms/14153420,Entire home/apt,982,29,59,89,89
https://www.airbnb.com/rooms/109747,Entire home/apt,1650,18,25,52,303
https://www.airbnb.com/rooms/284762,Entire home/apt,250,28,58,88,360
https://www.airbnb.com/rooms/620918384418242429,Entire home/apt,679,24,54,84,264
https://www.airbnb.com/rooms/285554,Private room,175,24,43,56,56
https://www.airbnb.com/rooms/286677,Private room,300,0,0,20,295
https://www.airbnb.com/rooms/118355,Entire home/apt,2168,30,60,90,180
https://www.airbnb.com/rooms/125656,Entire home/apt,281,18,48,58,300
https://www.airbnb.com/rooms/39885069,Entire home/apt,205,27,57,87,353
https://www.airbnb.com/rooms/286702,Entire home/apt,140,25,52,82,353
https://www.airbnb.com/rooms/286788,Private room,280,0,8,38,313
https://www.airbnb.com/rooms/2449336,Entire home/apt,1292,30,60,90,365
https://www.airbnb.com/rooms/286792,Private room,250,18,48,78,353
https://www.airbnb.com/rooms/127018,Private room,110,11,41,71,335
https://www.airbnb.com/rooms/43504681,Private room,280,24,54,84,356
https://www.airbnb.com/rooms/128727,Private room,200,25,55,85,94
https://www.airbnb.com/rooms/130234,Entire home/apt,180,0,0,0,0
https://www.airbnb.com/rooms/288732,Private room,102,28,38,38,157
https://www.airbnb.com/rooms/289898,Private room,180,0,9,39,314
https://www.airbnb.com/rooms/290503,Entire home/apt,179,8,38,61,61
https://www.airbnb.com/rooms/49726202,Entire home/apt,3500,26,56,86,169
https://www.airbnb.com/rooms/291771,Entire home/apt,2762,23,53,83,83
https://www.airbnb.com/rooms/29227195,Private room,60,30,60,90,332
https://www.airbnb.com/rooms/132114,Private room,105,22,52,82,357
https://www.airbnb.com/rooms/132832,Private room,149,3,3,20,20
https://www.airbnb.com/rooms/39389734,Entire home/apt,834,7,26,56,331
https://www.airbnb.com/rooms/132909,Private room,300,29,59,89,364
https://www.airbnb.com/rooms/2798890,Entire home/apt,5500,30,60,90,365
https://www.airbnb.com/rooms/133221,Private room,150,30,60,90,357
https://www.airbnb.com/rooms/294292,Private room,113,6,18,48,231
https://www.airbnb.com/rooms/25161906,Entire home/apt,3000,30,60,90,365
https://www.airbnb.com/rooms/295683,Private room,57,0,0,0,0
https://www.airbnb.com/rooms/295955,Entire home/apt,134,6,6,6,6
https://www.airbnb.com/rooms/137002,Entire home/apt,1121,3,31,57,130
https://www.airbnb.com/rooms/37154848,Entire home/apt,108,9,9,9,9
https://www.airbnb.com/rooms/297908,Entire home/apt,180,23,47,77,334
https://www.airbnb.com/rooms/699431487636320011,Entire home/apt,650,30,60,90,362
https://www.airbnb.com/rooms/137048,Entire home/apt,250,1,3,3,227
https://www.airbnb.com/rooms/46312017,Entire home/apt,108,10,10,10,10
https://www.airbnb.com/rooms/137150,Entire home/apt,2584,0,0,0,190
https://www.airbnb.com/rooms/137343,Entire home/apt,361,0,0,0,0
https://www.airbnb.com/rooms/306113,Entire home/apt,175,6,12,35,104
https://www.airbnb.com/rooms/51598590,Entire home/apt,170,29,59,89,357
https://www.airbnb.com/rooms/31033475,Entire home/apt,189,22,52,82,159
https://www.airbnb.com/rooms/307714,Private room,258,0,0,0,0
https://www.airbnb.com/rooms/309192,Entire home/apt,362,30,60,90,365
https://www.airbnb.com/rooms/141434,Entire home/apt,668,0,22,48,298
https://www.airbnb.com/rooms/48013663,Entire home/apt,280,23,53,57,120
https://www.airbnb.com/rooms/146402,Private room,284,30,60,90,362
https://www.airbnb.com/rooms/154127,Entire home/apt,500,28,58,88,363
https://www.airbnb.com/rooms/310233,Entire home/apt,139,1,1,31,281
https://www.airbnb.com/rooms/2907991,Entire home/apt,1200,23,53,83,83
https://www.airbnb.com/rooms/166177,Entire home/apt,166,19,49,79,354
https://www.airbnb.com/rooms/10700858,Entire home/apt,3824,29,59,89,364
https://www.airbnb.com/rooms/166861,Private room,258,30,40,40,301
https://www.airbnb.com/rooms/311801,Entire home/apt,180,13,24,24,250
https://www.airbnb.com/rooms/14069929,Private room,300,27,57,87,87
https://www.airbnb.com/rooms/166972,Entire home/apt,170,0,0,0,109
https://www.airbnb.com/rooms/41935590,Entire home/apt,359,30,60,90,144
https://www.airbnb.com/rooms/311806,Entire home/apt,309,21,51,61,137
https://www.airbnb.com/rooms/313223,Entire home/apt,204,17,28,58,323
https://www.airbnb.com/rooms/13685537,Entire home/apt,2000,29,59,89,364
https://www.airbnb.com/rooms/314975,Entire home/apt,1627,28,58,88,363
https://www.airbnb.com/rooms/167031,Entire home/apt,199,17,47,77,329
https://www.airbnb.com/rooms/167932,Entire home/apt,163,23,53,83,358
https://www.airbnb.com/rooms/170265,Private room,370,30,60,90,365
https://www.airbnb.com/rooms/170397,Entire home/apt,163,15,45,75,327
https://www.airbnb.com/rooms/16961343,Entire home/apt,2500,30,60,90,365
https://www.airbnb.com/rooms/315102,Entire home/apt,300,30,60,90,90
https://www.airbnb.com/rooms/22505032,Entire home/apt,1694,15,45,53,123
https://www.airbnb.com/rooms/316652,Private room,139,0,0,2,244
https://www.airbnb.com/rooms/318861,Entire home/apt,567,0,4,4,4
https://www.airbnb.com/rooms/171505,Entire home/apt,412,30,60,90,365
https://www.airbnb.com/rooms/172902,Entire home/apt,155,18,48,78,353
https://www.airbnb.com/rooms/173709,Entire home/apt,55,1,1,1,1
https://www.airbnb.com/rooms/14872527,Entire home/apt,250,21,51,81,356
https://www.airbnb.com/rooms/174101,Entire home/apt,608,30,60,90,105
https://www.airbnb.com/rooms/176185,Entire home/apt,1007,7,37,67,329
https://www.airbnb.com/rooms/321061,Entire home/apt,170,30,40,40,40
https://www.airbnb.com/rooms/321637,Private room,670,30,60,90,365
https://www.airbnb.com/rooms/51857003,Entire home/apt,1029,30,60,90,171
https://www.airbnb.com/rooms/321648,Private room,670,30,60,90,365
https://www.airbnb.com/rooms/321802,Private room,307,30,60,90,365
https://www.airbnb.com/rooms/178833,Private room,101,9,23,47,304
https://www.airbnb.com/rooms/178951,Entire home/apt,131,9,14,24,265
https://www.airbnb.com/rooms/32539051,Entire home/apt,1500,30,60,90,360
https://www.airbnb.com/rooms/181138,Entire home/apt,938,7,7,7,7
https://www.airbnb.com/rooms/186604,Private room,619,30,60,90,365
https://www.airbnb.com/rooms/424916,Private room,300,0,0,0,241
https://www.airbnb.com/rooms/188155,Entire home/apt,200,10,33,59,146
https://www.airbnb.com/rooms/322004,Entire home/apt,258,6,17,24,252
https://www.airbnb.com/rooms/428798,Entire home/apt,800,0,0,1,260
https://www.airbnb.com/rooms/323213,Private room,155,29,59,89,353
https://www.airbnb.com/rooms/324324,Entire home/apt,191,0,7,23,181
https://www.airbnb.com/rooms/190906,Entire home/apt,255,1,1,1,165
https://www.airbnb.com/rooms/433821,Entire home/apt,250,0,0,0,52
https://www.airbnb.com/rooms/191955,Private room,164,29,59,89,364
https://www.airbnb.com/rooms/324541,Private room,1804,30,60,90,365
https://www.airbnb.com/rooms/324679,Private room,207,17,28,58,333
https://www.airbnb.com/rooms/435728,Entire home/apt,109,0,0,0,0
https://www.airbnb.com/rooms/324827,Shared room,412,30,60,90,365
https://www.airbnb.com/rooms/326205,Entire home/apt,140,1,1,28,267
https://www.airbnb.com/rooms/193317,Private room,140,12,17,17,83
https://www.airbnb.com/rooms/436868,Entire home/apt,800,27,57,87,362
https://www.airbnb.com/rooms/196312,Entire home/apt,180,0,0,1,21
https://www.airbnb.com/rooms/438767,Entire home/apt,598,29,59,89,364
https://www.airbnb.com/rooms/198665,Private room,464,30,60,90,365
https://www.airbnb.com/rooms/326575,Entire home/apt,285,14,21,46,308
https://www.airbnb.com/rooms/440183,Private room,80,0,20,50,325
https://www.airbnb.com/rooms/200568,Entire home/apt,100,6,12,12,12
https://www.airbnb.com/rooms/441118,Entire home/apt,619,30,60,90,365
https://www.airbnb.com/rooms/327375,Entire home/apt,3960,30,60,90,365
https://www.airbnb.com/rooms/441119,Entire home/apt,309,30,60,90,357
https://www.airbnb.com/rooms/201308,Private room,773,30,60,90,365
https://www.airbnb.com/rooms/441712,Entire home/apt,200,11,33,53,301
https://www.airbnb.com/rooms/202778,Entire home/apt,203,22,52,82,340
https://www.airbnb.com/rooms/328626,Entire home/apt,1250,30,60,90,365
https://www.airbnb.com/rooms/442509,Private room,100,26,47,77,352
https://www.airbnb.com/rooms/329615,Private room,1031,30,60,90,365
https://www.airbnb.com/rooms/331088,Private room,105,16,31,60,301
https://www.airbnb.com/rooms/332150,Private room,170,24,54,84,341
https://www.airbnb.com/rooms/203674,Entire home/apt,1732,0,0,0,133
https://www.airbnb.com/rooms/444101,Private room,160,29,59,89,356
https://www.airbnb.com/rooms/210173,Private room,1576,8,13,13,277
https://www.airbnb.com/rooms/215793,Private room,427,0,0,0,264
https://www.airbnb.com/rooms/332151,Private room,170,20,50,80,324
https://www.airbnb.com/rooms/444250,Entire home/apt,333,15,22,47,284
https://www.airbnb.com/rooms/215878,Private room,235,0,0,0,63
https://www.airbnb.com/rooms/447602,Private room,400,17,17,17,253
https://www.airbnb.com/rooms/215887,Private room,214,30,60,90,360
https://www.airbnb.com/rooms/333305,Entire home/apt,2475,28,58,88,363
https://www.airbnb.com/rooms/449040,Private room,206,2,32,62,337
https://www.airbnb.com/rooms/337345,Private room,2578,30,60,90,365
https://www.airbnb.com/rooms/340432,Entire home/apt,190,11,28,35,106
https://www.airbnb.com/rooms/216436,Entire home/apt,1200,30,60,89,177
https://www.airbnb.com/rooms/449177,Private room,309,28,58,88,363
https://www.airbnb.com/rooms/449391,Private room,99,16,46,76,351
https://www.airbnb.com/rooms/216461,Private room,773,30,60,90,365
https://www.airbnb.com/rooms/342874,Entire home/apt,146,9,17,17,17
https://www.airbnb.com/rooms/452494,Entire home/apt,335,28,58,88,171
https://www.airbnb.com/rooms/344463,Entire home/apt,539,0,3,3,177
https://www.airbnb.com/rooms/216700,Private room,300,29,59,89,364
https://www.airbnb.com/rooms/453069,Private room,290,0,0,0,174
https://www.airbnb.com/rooms/464220,Entire home/apt,120,4,4,34,309
https://www.airbnb.com/rooms/219250,Entire home/apt,190,14,44,65,316
https://www.airbnb.com/rooms/346694,Private room,335,28,58,88,363
https://www.airbnb.com/rooms/347295,Entire home/apt,220,0,0,0,194
https://www.airbnb.com/rooms/465227,Private room,420,30,60,90,365
https://www.airbnb.com/rooms/347820,Entire home/apt,876,14,29,51,285
https://www.airbnb.com/rooms/220377,Private room,220,29,59,89,355
https://www.airbnb.com/rooms/220705,Private room,300,0,0,0,0
https://www.airbnb.com/rooms/465251,Entire home/apt,1517,0,0,0,81
https://www.airbnb.com/rooms/347883,Entire home/apt,250,4,6,14,158
https://www.airbnb.com/rooms/466477,Private room,361,30,60,90,365
https://www.airbnb.com/rooms/473180,Entire home/apt,516,6,6,26,265
https://www.airbnb.com/rooms/348330,Entire home/apt,511,5,10,40,315
https://www.airbnb.com/rooms/480220,Entire home/apt,220,0,2,32,263
https://www.airbnb.com/rooms/352718,Private room,500,30,60,90,364
https://www.airbnb.com/rooms/355075,Private room,1031,30,60,90,365
https://www.airbnb.com/rooms/223073,Entire home/apt,200,26,56,86,361
https://www.airbnb.com/rooms/483578,Entire home/apt,350,28,58,88,356
https://www.airbnb.com/rooms/230989,Entire home/apt,150,2,24,54,310
https://www.airbnb.com/rooms/356489,Entire home/apt,206,30,60,90,90
https://www.airbnb.com/rooms/484267,Entire home/apt,569,8,15,36,257
https://www.airbnb.com/rooms/357554,Entire home/apt,167,10,40,70,70
https://www.airbnb.com/rooms/231105,Entire home/apt,190,23,42,72,74
https://www.airbnb.com/rooms/484296,Entire home/apt,150,0,0,0,0
https://www.airbnb.com/rooms/231497,Entire home/apt,179,25,50,70,294
https://www.airbnb.com/rooms/485293,Entire home/apt,250,5,7,10,182
https://www.airbnb.com/rooms/231516,Entire home/apt,350,0,0,0,249
https://www.airbnb.com/rooms/360877,Entire home/apt,269,24,54,84,359
https://www.airbnb.com/rooms/487461,Entire home/apt,517,30,60,90,365
https://www.airbnb.com/rooms/361568,Entire home/apt,500,0,0,0,257
https://www.airbnb.com/rooms/236991,Entire home/apt,99,8,34,61,152
https://www.airbnb.com/rooms/487677,Entire home/apt,1033,30,60,90,365
https://www.airbnb.com/rooms/487922,Entire home/apt,1033,30,60,90,365
https://www.airbnb.com/rooms/238802,Entire home/apt,370,23,53,83,356
https://www.airbnb.com/rooms/361569,Entire home/apt,550,0,0,0,264
https://www.airbnb.com/rooms/490098,Entire home/apt,773,0,19,49,229
https://www.airbnb.com/rooms/365578,Entire home/apt,250,0,0,0,144
https://www.airbnb.com/rooms/368146,Entire home/apt,201,5,22,38,267
https://www.airbnb.com/rooms/239531,Entire home/apt,176,9,9,23,298
https://www.airbnb.com/rooms/490755,Private room,89,0,0,0,0
https://www.airbnb.com/rooms/245951,Entire home/apt,250,30,60,90,354
https://www.airbnb.com/rooms/371950,Entire home/apt,245,7,13,16,224
https://www.airbnb.com/rooms/380887,Entire home/apt,250,2,5,15,15
https://www.airbnb.com/rooms/492856,Entire home/apt,1600,13,30,53,299
https://www.airbnb.com/rooms/391835,Entire home/apt,550,3,18,48,127
https://www.airbnb.com/rooms/247052,Entire home/apt,387,0,0,20,236
https://www.airbnb.com/rooms/493569,Private room,120,30,60,80,342
https://www.airbnb.com/rooms/247779,Entire home/apt,350,0,0,13,13
https://www.airbnb.com/rooms/392267,Entire home/apt,89,15,19,19,192
https://www.airbnb.com/rooms/494903,Entire home/apt,247,0,3,4,208
https://www.airbnb.com/rooms/396849,Entire home/apt,540,19,44,44,61
https://www.airbnb.com/rooms/248756,Entire home/apt,400,24,54,84,84
https://www.airbnb.com/rooms/495330,Private room,600,29,59,89,364
https://www.airbnb.com/rooms/249323,Entire home/apt,644,14,37,46,289
https://www.airbnb.com/rooms/249842,Private room,110,14,38,68,104
https://www.airbnb.com/rooms/397397,Entire home/apt,165,3,33,63,63
https://www.airbnb.com/rooms/398226,Private room,600,30,60,90,365
https://www.airbnb.com/rooms/496174,Private room,619,24,54,84,359
https://www.airbnb.com/rooms/498025,Entire home/apt,379,21,51,81,356
https://www.airbnb.com/rooms/675035,Entire home/apt,130,7,10,23,75
https://www.airbnb.com/rooms/505165,Private room,299,30,60,90,365
https://www.airbnb.com/rooms/676235,Entire home/apt,199,14,44,74,349
https://www.airbnb.com/rooms/400326,Entire home/apt,207,8,28,58,323
https://www.airbnb.com/rooms/507900,Entire home/apt,120,12,21,51,319
https://www.airbnb.com/rooms/402104,Private room,144,23,53,74,290
https://www.airbnb.com/rooms/676781,Entire home/apt,1657,28,38,38,306
https://www.airbnb.com/rooms/676840,Entire home/apt,395,30,60,90,360
https://www.airbnb.com/rooms/676983,Private room,361,30,60,90,363
https://www.airbnb.com/rooms/508012,Private room,155,30,60,90,365
https://www.airbnb.com/rooms/404674,Private room,325,0,0,0,0
https://www.airbnb.com/rooms/404771,Entire home/apt,500,27,57,81,345
https://www.airbnb.com/rooms/404811,Private room,150,0,0,0,0
https://www.airbnb.com/rooms/508247,Entire home/apt,1200,23,49,79,337
https://www.airbnb.com/rooms/677655,Entire home/apt,665,21,51,81,356
https://www.airbnb.com/rooms/680320,Entire home/apt,300,17,43,72,305
https://www.airbnb.com/rooms/508383,Entire home/apt,800,28,58,88,358
https://www.airbnb.com/rooms/405444,Entire home/apt,200,9,9,9,13
https://www.airbnb.com/rooms/509929,Entire home/apt,595,9,23,47,167
https://www.airbnb.com/rooms/406425,Entire home/apt,1532,30,49,49,110
https://www.airbnb.com/rooms/681179,Private room,165,0,0,0,0
https://www.airbnb.com/rooms/510354,Private room,820,30,60,90,365
https://www.airbnb.com/rooms/683547,Entire home/apt,230,30,60,90,365
https://www.airbnb.com/rooms/406603,Entire home/apt,909,13,37,67,143
https://www.airbnb.com/rooms/512634,Private room,200,29,59,89,171
https://www.airbnb.com/rooms/409038,Entire home/apt,200,0,0,0,249
https://www.airbnb.com/rooms/686738,Entire home/apt,249,0,0,0,145
https://www.airbnb.com/rooms/514424,Entire home/apt,150,0,0,0,71
https://www.airbnb.com/rooms/689997,Private room,177,30,60,90,365
https://www.airbnb.com/rooms/409183,Entire home/apt,76,0,15,45,45
https://www.airbnb.com/rooms/514889,Private room,180,28,58,88,353
https://www.airbnb.com/rooms/515144,Private room,80,28,58,88,363
https://www.airbnb.com/rooms/416290,Private room,200,30,60,90,365
https://www.airbnb.com/rooms/693897,Entire home/apt,159,7,11,26,123
https://www.airbnb.com/rooms/519097,Private room,200,20,50,80,251
https://www.airbnb.com/rooms/419204,Entire home/apt,620,30,60,90,365
https://www.airbnb.com/rooms/519542,Entire home/apt,530,30,56,86,361
https://www.airbnb.com/rooms/695304,Entire home/apt,377,29,59,89,89
https://www.airbnb.com/rooms/519865,Entire home/apt,233,9,20,50,281
https://www.airbnb.com/rooms/698825,Entire home/apt,109,6,11,39,129
https://www.airbnb.com/rooms/421001,Entire home/apt,450,23,53,83,336
https://www.airbnb.com/rooms/523503,Private room,227,19,29,52,296
https://www.airbnb.com/rooms/851476,Private room,74,4,4,4,4
https://www.airbnb.com/rooms/528389,Entire home/apt,150,0,0,0,206
https://www.airbnb.com/rooms/710338,Entire home/apt,1580,0,0,0,0
https://www.airbnb.com/rooms/713631,Private room,140,23,53,83,259
https://www.airbnb.com/rooms/528558,Entire home/apt,1300,0,1,21,291
https://www.airbnb.com/rooms/716516,Entire home/apt,771,29,59,89,364
https://www.airbnb.com/rooms/853793,Entire home/apt,400,20,50,61,121
https://www.airbnb.com/rooms/528951,Entire home/apt,780,3,20,36,104
https://www.airbnb.com/rooms/854496,Private room,194,12,40,70,345
https://www.airbnb.com/rooms/720736,Entire home/apt,1532,27,57,87,356
https://www.airbnb.com/rooms/724673,Entire home/apt,443,7,30,58,303
https://www.airbnb.com/rooms/536931,Entire home/apt,263,14,44,74,215
https://www.airbnb.com/rooms/724742,Entire home/apt,465,24,54,79,315
https://www.airbnb.com/rooms/854771,Entire home/apt,140,4,8,27,163
https://www.airbnb.com/rooms/856009,Entire home/apt,185,30,60,90,90
https://www.airbnb.com/rooms/537390,Private room,60,1,1,21,296
